DAUID,Population,Population 15 to 64,Pop_65plus,Pop15plus
35204655,1549,1270,195,1465
35204656,798,575,175,750
35204657,1831,1310,185,1495
35204658,327,255,35,290
35204659,615,215,390,605
35204660,325,265,35,300
35204661,1188,715,380,1095
35204662,846,660,100,760
35204663,486,380,55,435
35204664,601,405,140,545
35204665,571,445,65,510
35204667,413,350,35,385
35204668,1201,625,485,1110
35204669,514,400,50,450
35204670,1150,775,300,1075
35204671,422,125,295,420
35204672,794,450,260,710
35204673,584,415,95,510
35204674,544,365,90,455
35204675,1556,700,785,1485
35204676,8524,6795,1235,8030
35204678,446,325,50,375
35204679,389,285,55,340
35204680,639,490,70,560
35204681,439,310,65,375
35204682,506,195,290,485
35204683,443,290,80,370
35204684,608,195,375,570
35204685,439,315,45,360
35204686,515,355,65,420
35204687,374,260,40,300
35204688,657,465,115,580
35204689,824,585,120,705
35204690,1049,785,175,960
35204692,585,470,65,535
35204693,547,370,80,450
35204695,479,340,60,400
35204696,649,465,90,555
35204697,553,430,35,465
35204698,669,475,95,570
35204699,581,400,85,485
35204700,1234,820,275,1095
35204701,144,10,130,140
35204704,1594,1275,165,1440
35204705,354,275,65,340
35204707,1837,1400,270,1670
35204708,250,165,60,225
35204709,384,240,95,335
35204710,1213,815,155,970
35204711,1974,1440,260,1700
35204712,1303,905,180,1085
35204714,1140,745,175,920
35204715,1267,920,130,1050
35204716,1277,880,190,1070
35204717,827,600,125,725
35204718,915,660,90,750
35204719,831,580,110,690
35204720,969,685,135,820
35204721,763,510,105,615
35204722,1403,935,255,1190
35204723,888,605,155,760
35204725,607,425,75,500
35204726,476,355,55,410
35204727,795,545,120,665
35204728,545,375,85,460
35204729,583,405,75,480
35204730,524,380,55,435
35204731,580,410,50,460
35204732,645,465,60,525
35204733,792,595,85,680
35204734,963,600,295,895
35204735,776,400,345,745
35204736,892,700,80,780
35204737,1513,1110,195,1305
35204738,3850,3220,315,3535
35204739,529,390,50,440
35204740,1376,805,450,1255
35204741,346,235,65,300
35204742,1539,675,725,1400
35204743,721,485,160,645
35204744,578,395,100,495
35204745,1097,810,145,955
35204746,1571,1130,125,1255
35204747,1437,970,240,1210
35204748,889,730,80,810
35204749,1168,1035,40,1075
35204750,553,310,175,485
35204751,535,305,150,455
35204752,682,440,140,580
35204753,528,355,60,415
35204754,1939,1530,240,1770
35204755,1124,585,440,1025
35204756,874,395,420,815
35204757,777,295,445,740
35204758,911,710,135,845
35204759,731,475,145,620
35204760,1719,1460,170,1630
35204761,1194,890,85,975
35204762,790,555,95,650
35204763,6959,6120,295,6415
35204764,119,80,15,95
35204765,2108,1380,390,1770
35204766,618,440,70,510
35204767,1241,910,90,1000
35204768,962,610,90,700
35204769,1518,1090,255,1345
35204770,1162,875,120,995
35204771,724,465,160,625
35204772,2093,1415,225,1640
35204773,682,475,80,555
35204774,1004,665,125,790
35204775,684,505,65,570
35204776,1045,765,95,860
35204777,1174,900,80,980
35204778,686,475,110,585
35204779,375,230,90,320
35204780,1042,720,185,905
35204781,704,495,115,610
35204785,671,435,160,595
35204786,832,605,125,730
35204787,509,330,100,430
35204788,1048,695,195,890
35204789,1434,1005,220,1225
35204790,0,NA,NA,NA
35204791,948,650,180,830
35204793,1956,1490,155,1645
35204797,889,640,145,785
35204798,953,655,170,825
35204799,2283,1535,285,1820
35204800,408,235,75,310
35204801,518,320,115,435
35204802,1120,810,95,905
35204803,1125,805,85,890
35204805,698,415,170,585
35204806,286,200,65,265
35204807,1223,900,150,1050
35204808,776,505,180,685
35204809,752,515,45,560
35204810,781,525,135,660
35204811,1023,730,140,870
35204812,617,330,220,550
35204813,1001,780,115,895
35204814,864,655,135,790
35204815,1183,655,445,1100
35204816,1182,875,190,1065
35204817,1385,980,295,1275
35204819,7611,6665,190,6855
35204820,3053,2725,105,2830
35204821,2092,1870,80,1950
35204822,1983,1725,115,1840
35204823,827,735,25,760
35204824,1419,1195,65,1260
35204825,1105,960,60,1020
35204826,3623,3350,120,3470
35204828,1260,1070,100,1170
35204829,829,680,70,750
35204830,1380,985,225,1210
35204831,470,380,30,410
35204832,1837,1450,135,1585
35204835,870,605,140,745
35204836,385,265,55,320
35204837,495,345,75,420
35204838,849,590,90,680
35204839,1597,1245,85,1330
35204840,545,385,40,425
35204841,1629,1510,70,1580
35204842,5092,4830,100,4930
35204843,3025,2800,90,2890
35204844,2513,2305,75,2380
35204845,3878,3550,145,3695
35204846,1633,1310,160,1470
35204847,1332,1090,120,1210
35204848,884,400,400,800
35204851,780,475,105,580
35204852,732,515,65,580
35204853,371,235,80,315
35204854,0,NA,NA,NA
35204855,646,410,135,545
35204856,1533,1105,210,1315
35204857,1197,915,175,1090
35204858,887,630,150,780
35204859,1340,830,370,1200
35204860,0,NA,NA,NA
35204861,576,370,140,510
35204862,990,810,90,900
35204863,1634,1320,155,1475
35204864,1498,1275,60,1335
35204865,1186,795,200,995
35204866,648,405,135,540
35204867,733,465,225,690
35204869,303,70,230,300
35204870,2292,2125,75,2200
35204871,2325,2210,30,2240
35204872,3863,3565,85,3650
35204873,1582,1295,165,1460
35204876,691,450,35,485
35204877,345,230,40,270
35204878,0,NA,NA,NA
35204879,1075,550,445,995
35204880,1750,1500,110,1610
35204881,498,360,40,400
35204882,1725,1635,30,1665
35204883,2033,1810,120,1930
35204884,509,375,85,460
35204885,3417,2620,480,3100
35204886,423,315,50,365
35204887,1229,925,125,1050
35204888,1700,1430,100,1530
35204889,353,265,55,320
35204890,398,260,80,340
35204891,1981,1530,270,1800
35204892,160,90,45,135
35204893,287,190,50,240
35204894,4877,4510,130,4640
35204895,2453,2220,85,2305
35204896,1711,1555,45,1600
35204897,2036,1705,260,1965
35204898,1617,1450,90,1540
35204899,0,NA,NA,NA
35204900,4731,4370,155,4525
35204901,1373,1210,100,1310
35204902,1888,1740,65,1805
35204903,4366,3755,295,4050
35204904,626,485,75,560
35204905,4298,3630,260,3890
35204906,1343,965,125,1090
35204908,4255,3865,115,3980
35204909,1729,1425,95,1520
35204910,980,630,220,850
35204911,280,205,35,240
35204912,2029,1690,200,1890
35204913,439,295,105,400
35204915,604,390,120,510
35204916,904,620,235,855
35204918,1264,540,650,1190
35204919,633,415,115,530
35204920,297,20,280,300
35204922,4787,4105,305,4410
35204923,1678,1115,390,1505
35204924,558,400,110,510
35204925,2108,1610,290,1900
35204926,640,430,135,565
35204927,2299,1440,410,1850
35204928,2193,1420,170,1590
35204930,3110,2030,215,2245
35204935,4711,2930,210,3140
35204936,2269,1430,290,1720
35204937,1174,750,305,1055
35204939,885,565,200,765
35204940,3674,2540,425,2965
35204941,699,600,65,665
35204942,1456,1170,230,1400
35204944,2168,1490,135,1625
35204945,806,555,130,685
35204949,3670,2690,300,2990
35204950,520,335,130,465
35204951,530,370,100,470
35204952,574,385,135,520
35204954,2539,1820,215,2035
35204956,3198,2155,165,2320
35204957,434,330,45,375
35204958,645,450,120,570
35204960,1852,925,785,1710
35204965,981,755,85,840
35204966,690,500,75,575
35204968,792,540,125,665
35204969,1393,980,235,1215
35204970,681,450,165,615
35204977,1175,690,330,1020
35204978,1144,445,610,1055
35204979,1580,1005,385,1390
35204981,1641,1170,170,1340
35204982,948,580,295,875
35204984,844,545,100,645
35204985,3298,2330,340,2670
35204986,1022,685,220,905
35204987,1252,925,135,1060
35204988,1301,860,225,1085
35204989,2418,1810,205,2015
35204990,560,395,100,495
35204991,2258,1605,180,1785
35204992,1267,750,345,1095
35204993,1760,1425,250,1675
35204994,917,840,40,880
35204995,1212,1050,90,1140
35204996,334,270,40,310
35204997,1165,1040,70,1110
35204998,730,565,130,695
35204999,1701,1005,520,1525
35205000,412,260,80,340
35205001,2375,1110,1130,2240
35205002,2774,1650,695,2345
35205003,1315,830,345,1175
35205004,1117,645,335,980
35205005,998,655,245,900
35205006,763,530,135,665
35205007,1935,1175,460,1635
35205008,948,530,330,860
35205009,1639,1000,360,1360
35205010,624,395,180,575
35205011,2385,1150,1070,2220
35205012,1050,795,125,920
35205013,1360,1030,120,1150
35205014,1869,1295,240,1535
35205015,1030,735,140,875
35205016,1090,800,125,925
35205017,1221,890,95,985
35205018,819,580,95,675
35205019,1307,900,105,1005
35205020,1389,1055,145,1200
35205021,1325,825,335,1160
35205022,1361,895,200,1095
35205023,1940,1250,495,1745
35205024,954,620,95,715
35205025,775,495,145,640
35205026,500,340,85,425
35205027,1849,1320,240,1560
35205028,3464,2410,180,2590
35205029,1032,710,130,840
35205030,3752,2550,345,2895
35205032,2569,1725,390,2115
35205033,2781,1905,265,2170
35205034,862,390,410,800
35205035,911,685,160,845
35205036,1806,1505,130,1635
35205037,3961,2710,360,3070
35205038,2110,1530,170,1700
35205039,1190,850,155,1005
35205040,709,550,75,625
35205041,1561,1025,150,1175
35205043,1597,1115,270,1385
35205044,1403,925,265,1190
35205047,2406,1630,155,1785
35205048,714,480,115,595
35205049,1019,660,215,875
35205051,2006,1355,180,1535
35205052,678,455,135,590
35205053,1515,1060,165,1225
35205054,1393,895,275,1170
35205055,434,345,40,385
35205057,2139,1570,245,1815
35205059,1142,855,135,990
35205060,2300,1720,475,2195
35205061,790,685,60,745
35205062,1489,1245,175,1420
35205063,2650,2290,210,2500
35205064,1565,1290,105,1395
35205065,1700,1580,20,1600
35205066,2158,1585,270,1855
35205067,1955,1120,735,1855
35205068,1137,825,160,985
35205069,1323,1120,110,1230
